idAddress,Address,Address2,District,PostalCode,Phone,idCity
577,"1501 Pangkal Pinang Avenue",,Mazowieckie,943,770864062795,409
385,"1642 Charlotte Amalie Drive",,Slaskie,75442,821476736117,549
564,"505 Madiun Boulevard",,Dolnoslaskie,97271,970638808606,577
365,"1009 Zanzibar Lane",,Arecibo,64875,102396298916,32
287,"1405 Chisinau Place",,Ponce,8160,62781725285,411
234,"1256 Bislig Boulevard",,Botosani,50598,479007229460,86
569,"1342 Abha Boulevard",,Bukarest,10714,997453607116,95
152,"1952 Pune Lane",,Saint-Denis,92150,354615066969,442
402,"616 Hagonoy Avenue",,Krasnojarsk,46043,604177838256,39
59,"1697 Kowloon and New Kowloon Loop",,Moskova,57807,499352017190,49
435,"740 Udaipur Lane",,"Nizni Novgorod",33505,497288595103,150
21,"270 Toulon Boulevard",,Kalmykia,81766,407752414682,156
110,"1867 San Juan Bautista Tuxtepec Avenue",,Ivanovo,78311,547003310357,225
226,"810 Palghat (Palakkad) Boulevard",,Jaroslavl,73431,516331171356,235
104,"1913 Kamakura Place",,Lipetsk,97287,942570536750,238
306,"1883 Maikop Lane",,Kaliningrad,68469,96110042435,254
515,"886 Tonghae Place",,Volgograd,19450,711928348157,259
183,"1089 Iwatsuki Avenue",,Kirov,35109,866092335135,270
300,"661 Chisinau Lane",,Pietari,8856,816436065431,274
398,"954 Lapu-Lapu Way",,Moskova,8816,737229003916,278
381,"1618 Olomouc Manor",,Kurgan,26385,96846695220,285
316,"746 Joliet Lane",,Kursk,94878,688485191923,286
48,"1998 Halifax Drive",,Lipetsk,76022,177727722820,308
164,"1623 Baha Blanca Manor",,Moskova,81511,149981248346,310
351,"1157 Nyeri Loop",,Adygea,56380,262744791493,320
50,"46 Pjatigorsk Lane",,"Moscow (City)",23616,262076994845,343
452,"207 Cuernavaca Loop",,Tatarstan,52671,782900030287,352
52,"909 Garland Manor",,Tatarstan,69367,705800322606,367
195,"1077 San Felipe de Puerto Plata Place",,Rostov-na-Donu,65387,812824036424,369
492,"185 Mannheim Lane",,Stavropol,23661,589377568313,408
573,"1407 Surakarta Manor",,Moskova,33224,324346485054,466
131,"801 Hagonoy Drive",,Smolensk,8439,237426099212,484
433,"1823 Hoshiarpur Lane",,Komi,33191,307133768620,510
355,"469 Nakhon Sawan Street",,Tuvassia,58866,689199636560,531
467,"1621 Tongliao Avenue",,Irkutsk,22173,209342540247,558
356,"1378 Beira Loop",,Krasnojarsk,40792,840957664136,597
331,"1016 Iwakuni Street",,"St George",49833,961370847344,269
105,"733 Mandaluyong Place",,Asir,77459,196568435814,2
74,"1124 Buenaventura Drive",,Mekka,6856,407733804223,13
422,"289 Santo Andr Manor",,al-Sharqiya,72410,214976066017,16
53,"725 Isesaki Place",,Mekka,74428,876295323994,237
317,"780 Kimberley Way",,Tabuk,17032,824396883951,515
461,"1889 Valparai Way",,Ziguinchor,75559,670370974122,600
362,"482 Kowloon and New Kowloon Manor",,Bratislava,97056,738968474939,90
129,"569 Baicheng Lane",,Gauteng,60304,490211944645,85
136,"898 Belm Manor",,"Free State",49757,707169393853,87
561,"1497 Fengshan Drive",,KwaZulu-Natal,63022,368738360376,112
476,"270 Tambaram Parkway",,Gauteng,9668,248446668735,244
23,"1417 Lancaster Avenue",,"Northern Cape",72192,272572357893,267
113,"682 Junan Way",,"North West",30418,622255216127,273
437,"1766 Almirante Brown Street",,KwaZulu-Natal,63104,617567598243,364
343,"1443 Mardan Street",,"Western Cape",31483,231383037471,392
412,"1639 Saarbrcken Drive",,"North West",9827,328494873422,437
149,"999 Sanaa Loop",,Gauteng,3439,918032330119,491
87,"929 Tallahassee Loop",,Gauteng,74671,800716535041,497
92,"1942 Ciparay Parkway",,Cheju,82624,978987363654,113
103,"588 Vila Velha Manor",,Kyongsangbuk,51540,333339908719,268
241,"647 A Corua (La Corua) Street",,Chollanam,36971,792557457753,357
542,"193 Bhusawal Place",,Kang-won,9750,745267607502,539
249,"300 Junan Street",,Kyonggi,81314,890289150158,553
56,"939 Probolinggo Loop",,Galicia,4166,680428310138,1
298,"44 Najafabad Way",,Baskimaa,61391,96604821070,146
399,"331 Bydgoszcz Parkway",,Asturia,966,537374465982,181
474,"1469 Plock Lane",,Galicia,95835,622884741180,388
555,"1764 Jalib al-Shuyukh Parkway",,Galicia,77642,84794532510,459
413,"692 Amroha Drive",,Northern,35575,359478883004,230
400,"1152 Citrus Heights Manor",,al-Qadarif,5239,765957414528,15
54,"115 Hidalgo Parkway",,Khartum,80168,307703950263,379
70,"1150 Kimchon Manor",,"Skne ln",96109,663449333709,321
65,"915 Ponce Place",,Basel-Stadt,83980,1395251317,56
159,"185 Novi Sad Place",,Bern,41778,904253967161,72
604,"1331 Usak Boulevard",,Vaud,61960,145308717464,296
79,"1551 Rampur Lane",,Changhwa,72394,251164340471,108
77,"1947 Poos de Caldas Boulevard",,Chiayi,60951,427454485876,114
523,"608 Birgunj Parkway",,Taipei,400,627425618482,116
582,"1568 Celaya Parkway",,Kaohsiung,34750,278669994384,168
353,"381 Kabul Way",,Taipei,87272,55477302294,209
34,"1668 Anpolis Street",,Taipei,50199,525255540978,316
9,"53 Idfu Parkway",,Nantou,42399,10655648674,361
583,"1489 Kakamigahara Lane",,Taipei,98883,29341849811,526
143,"1029 Dzerzinsk Manor",,Ynlin,57519,33173584456,542
592,"1923 Stara Zagora Lane",,Nantou,95179,182178609211,546
486,"64 Korla Street",,Mwanza,25145,510383179153,347
194,"605 Rio Claro Parkway",,Tabora,49348,352469351088,513
224,"1842 Luzinia Boulevard",,"Zanzibar West",94420,706878974831,593
395,"1337 Mit Ghamr Avenue",,"Nakhon Sawan",29810,175283210378,358
46,"1632 Bislig Avenue",,Nonthaburi,61117,471675840679,394
90,"870 Ashqelon Loop",,Songkhla,84931,135117278909,489
349,"1516 Escobar Drive",,Tongatapu,46069,64536069371,370
340,"507 Smolensk Loop",,Sousse,22971,80303246192,492
332,"663 Baha Blanca Parkway",,Adana,33463,834418779292,5
371,"1912 Emeishan Drive",,Balikesir,33050,99883471275,50
176,"29 Pyongyang Loop",,Batman,47753,734780743462,58
488,"698 Jelets Boulevard",,Denizli,2596,975185523021,142
512,"1269 Ipoh Avenue",,Eskisehir,54674,402630109080,163
485,"984 Novoterkassk Loop",,Gaziantep,28165,435118527255,180
283,"457 Tongliao Loop",,Bursa,56254,880756161823,222
147,"374 Bat Yam Boulevard",,Kilis,97700,923261616249,266
128,"848 Tafuna Manor",,Ktahya,45142,614935229095,281
17,"270 Amroha Parkway",,Osmaniye,29610,695479687538,384
524,"680 A Corua (La Corua) Manor",,Sivas,49806,158326114853,482
498,"319 Plock Parkway",,Istanbul,26101,854259976812,504
168,"842 Salzburg Lane",,Adana,3313,697151428760,529
572,"539 Hami Way",,Tokat,52196,525518075499,538
208,"1215 Pyongyang Parkway",,Usak,25238,646237101779,557
204,"387 Mwene-Ditu Drive",,Ahal,8073,764477681869,35
109,"454 Nakhon Sawan Boulevard",,Funafuti,76383,963887147572,173
391,"1793 Meixian Place",,Hmelnytskyi,33535,619966287415,258
551,"182 Nukualofa Drive",,Sumy,15414,426346224043,275
135,"1752 So Leopoldo Parkway",,Taka-Karpatia,14014,252265130067,345
480,"421 Yaound Street",,Sumy,11363,726875628268,385
86,"927 Baha Blanca Parkway",,Krim,9495,821972242086,479
191,"140 Chiayi Parkway",,Sumy,38982,855863906434,506
457,"535 Ahmadnagar Manor",,"Abu Dhabi",41136,985109775584,3
102,"669 Firozabad Loop",,"Abu Dhabi",92265,412903167998,12
297,"1192 Tongliao Street",,Sharja,19065,350970907017,470
89,"1557 Ktahya Boulevard",,England,88002,720998247660,88
146,"483 Ljubertsy Parkway",,Scotland,60562,581174211853,149
256,"1497 Yuzhou Drive",,England,3433,246810237916,312
517,"548 Uruapan Street",,Ontario,35653,879347453467,312
589,"1584 Ljubertsy Lane",,England,22954,285710089439,494
20,"360 Toulouse Parkway",,England,54308,949312333307,495
562,"869 Shikarpur Way",,England,57380,590764256785,496
482,"808 Naala-Porto Parkway",,England,41060,553452430707,500
502,"1515 Korla Way",,England,57197,959467760895,589
484,"98 Pyongyang Boulevard",,Ohio,88749,191958435142,11
310,"913 Coacalco de Berriozbal Loop",,Texas,42141,262088367001,33
100,"1308 Arecibo Way",,Georgia,30695,6171054059,41
335,"587 Benguela Manor",,Illinois,91590,165450987037,42
543,"43 Vilnius Manor",,Colorado,79814,484500282381,42
216,"660 Jedda Boulevard",,Washington,25053,168758068397,65
153,"782 Mosul Street",,Massachusetts,25545,885899703621,94
532,"1427 Tabuk Place",,Florida,31342,214756839122,101
18,"770 Bydgoszcz Avenue",,California,16266,517338314235,120
144,"1666 Beni-Mellal Place",,Tennessee,13377,9099941466,123
186,"533 al-Ayn Boulevard",,California,8862,662227486184,126
405,"530 Lausanne Lane",,Texas,11067,775235029633,135
299,"32 Pudukkottai Lane",,Ohio,38834,967274728547,140
425,"1866 al-Qatif Avenue",,California,89420,546793516940,155
55,"1135 Izumisano Parkway",,California,48150,171822533480,171
599,"1895 Zhezqazghan Drive",,California,36693,137809746111,177
567,"1894 Boa Vista Way",,Texas,77464,239357986667,178
122,"333 Goinia Way",,Texas,78625,909029256431,185
162,"369 Papeete Way",,"North Carolina",66639,170117068815,187
509,"786 Matsue Way",,Illinois,37469,111177206479,245
313,"1191 Sungai Petani Boulevard",,Missouri,9668,983259819766,262
116,"793 Cam Ranh Avenue",,California,87057,824370924746,292
10,"1795 Santiago de Compostela Way",,Texas,18743,860452626434,295
67,"1214 Hanoi Way",,Nebraska,67055,491001136577,306
387,"401 Sucre Boulevard",,"New Hampshire",25007,486395999608,322
185,"682 Garden Grove Place",,Tennessee,67497,72136330362,333
280,"1980 Kamjanets-Podilskyi Street",,Illinois,89502,874337098891,404
296,"1936 Cuman Avenue",,Virginia,61195,976798660411,433
462,"1485 Bratislava Place",,Illinois,83183,924663855568,435
66,"1717 Guadalajara Lane",,Missouri,85505,914090181665,441
274,"920 Kumbakonam Loop",,California,75090,685010736240,446
6,"1121 Loja Avenue",,California,17886,838635286649,449
150,"879 Newcastle Way",,Michigan,90732,206841104594,499
218,"226 Brest Manor",,California,2299,785881412500,508
252,"1309 Weifang Street",,Florida,57338,435785045362,520
281,"1944 Bamenda Way",,Michigan,24645,75975221996,573
574,"502 Mandi Bahauddin Parkway",,Anzotegui,15992,618156722572,55
115,"1378 Alvorada Avenue",,"Distrito Federal",75834,272234298332,102
117,"1079 Tel Aviv-Jaffa Boulevard",,Sucre,10885,358178933857,132
458,"138 Caracas Boulevard",,Zulia,16790,974433019532,326
178,"1848 Salala Boulevard",,Miranda,25220,48265851133,373
545,"163 Augusta-Richmond County Loop",,Carabobo,33030,754579047924,561
295,"544 Tarsus Boulevard",,Gurico,53145,892523334,562
538,"1817 Livorno Way",,"Khanh Hoa",79401,478380208348,100
203,"1149 A Corua (La Corua) Boulevard",,Haiphong,95824,470884141195,194
345,"68 Ponce Parkway",,Hanoi,85926,870635127812,201
477,"1786 Salinas Place",,"Nam Ha",66546,206060652238,359
526,"617 Klerksdorp Place",,"Khanh Hoa",94707,574973479129,366
529,"600 Purnea (Purnia) Avenue",,"Nghe An",18043,638409958875,571
411,"264 Bhimavaram Manor",,"St Thomas",54749,302526949177,111
214,"751 Lima Loop",,Aden,99405,756460337785,7
475,"434 Ourense (Orense) Manor",,Hodeida,14122,562370137426,206
308,"687 Alessandria Parkway",,Sanaa,57587,407218522294,455
217,"1001 Miyakonojo Lane",,Taizz,67924,584316724815,518
11,"900 Santiago de Compostela Parkway",,"Central Serbia",93896,716571220373,280
559,"1917 Kumbakonam Parkway",,Vojvodina,11892,698182547686,368
443,"1836 Korla Parkway",,Copperbelt,55405,689681677428,272
