"idAddress","Address","Adress2","District","PostalCode","Phone","City"
52,"909 Garland Manor","","Tatarstan","69367","705800322606","Niznekamsk"
559,"1917 Kumbakonam Parkway","","Vojvodina","11892","698182547686","Novi Sad"
195,"1077 San Felipe de Puerto Plata Place","","Rostov-na-Donu","65387","812824036424","Novoterkassk"
349,"1516 Escobar Drive","","Tongatapu","46069","64536069371","Nukualofa"
211,"850 Salala Loop","","Kitaa","10800","403404780639","Nuuk"
368,"1658 Jastrzebie-Zdrj Loop","","Central","96584","568367775448","Nyeri"
178,"1848 Salala Boulevard","","Miranda","25220","48265851133","Ocumare del Tuy"
282,"556 Baybay Manor","","Oyo & Osun","55802","363982224739","Ogbomosho"
404,"734 Bchar Place","","Punjab","30586","280578750435","Okara"
494,"591 Sungai Petani Drive","","Okayama","46400","37247325001","Okayama"
370,"1565 Tangail Manor","","Okinawa","45750","634445428822","Okinawa"
270,"682 Halisahar Place","","Severn Morava","20536","475553436330","Olomouc"
54,"115 Hidalgo Parkway","","Khartum","80168","307703950263","Omdurman"
409,"1266 Laredo Parkway","","Saitama","7664","1483365694","Omiya"
160,"1367 Yantai Manor","","Ondo & Ekiti","21294","889538496300","Ondo"
342,"124 al-Manama Way","","Hiroshima","52368","647899404952","Onomichi"
193,"891 Novi Sad Manor","","Ontario","5379","247646995453","Oshawa"
17,"270 Amroha Parkway","","Osmaniye","29610","695479687538","Osmaniye"
480,"421 Yaound Street","","Sumy","11363","726875628268","ostka"
290,"1336 Benin City Drive","","Shiga","46044","341242939532","Otsu"
303,"898 Jining Lane","","Pohjois-Pohjanmaa","40070","161643343536","Oulu"
474,"1469 Plock Lane","","Galicia","95835","622884741180","Ourense (Orense)"
285,"1006 Santa Brbara dOeste Manor","","Ondo & Ekiti","36229","85059738746","Owo"
254,"786 Stara Zagora Way","","Oyo & Osun","98332","716256596301","Oyo"
439,"1351 Aparecida de Goinia Parkway","","Northern Mindanao","41775","959834530529","Ozamis"
343,"1443 Mardan Street","","Western Cape","31483","231383037471","Paarl"
358,"1698 Southport Loop","","Hidalgo","49009","754358349853","Pachuca de Soto"
46,"1632 Bislig Avenue","","Nonthaburi","61117","471675840679","Pak Kret"
273,"1519 Ilorin Place","","Kerala","49298","357445645426","Palghat (Palakkad)"
548,"1658 Cuman Loop","","Sumatera Selatan","51309","784907335610","Pangkal Pinang"
60,"1668 Saint Louis Place","","Tahiti","39072","347487831378","Papeete"
305,"41 El Alto Parkway","","Maharashtra","56883","51917807050","Parbhani"
99,"1697 Tanauan Lane","","Punjab","22870","4764773857","Pathankot"
301,"951 Stara Zagora Manor","","Punjab","98573","429925609431","Patiala"
602,"1101 Bucuresti Boulevard","","West Greece","97661","199514580428","Patras"
80,"602 Paarl Street","","Pavlodar","98889","896314772871","Pavlodar"
120,"544 Malm Parkway","","Central Java","63502","386759646229","Pemalang"
280,"1980 Kamjanets-Podilskyi Street","","Illinois","89502","874337098891","Peoria"
184,"1410 Benin City Parkway","","Risaralda","29747","104150372603","Pereira"
232,"754 Valencia Place","","Phnom Penh","87911","594319417514","Phnom Penh"
173,"1294 Firozabad Drive","","Jiangxi","70618","161801569569","Pingxiang"
492,"185 Mannheim Lane","","Stavropol","23661","589377568313","Pjatigorsk"
577,"1501 Pangkal Pinang Avenue","","Mazowieckie","943","770864062795","Plock"
130,"1666 Qomsheh Drive","","So Paulo","66255","582835362905","Po"
287,"1405 Chisinau Place","","Ponce","8160","62781725285","Ponce"
511,"1152 al-Qatif Lane","","Kalimantan Barat","44816","131370665218","Pontianak"
259,"1338 Zalantun Lane","","Minas Gerais","45403","840522972766","Poos de Caldas"
267,"816 Cayenne Parkway","","Manab","93629","282874611748","Portoviejo"
377,"154 Oshawa Manor","","East Java","72771","440365973660","Probolinggo"
426,"1661 Abha Drive","","Tamil Nadu","14400","270456873752","Pudukkottai"
139,"943 Johannesburg Avenue","","Maharashtra","5892","90921003005","Pune"
431,"1596 Acua Parkway","","Jharkhand","70425","157133457169","Purnea (Purnia)"
530,"1003 Qinhuangdao Street","","West Java","25972","35533115997","Purwakarta"
161,"1386 Nakhon Sawan Boulevard","","Pyongyang-si","53502","368899174225","Pyongyang"
138,"765 Southampton Drive","","al-Qalyubiya","4285","23712411567","Qalyub"
246,"1246 Boksburg Parkway","","Hebei","28349","890283544295","Qinhuangdao"
464,"76 Kermanshah Manor","","Esfahan","23343","762361821578","Qomsheh"
591,"773 Dallas Manor","","Buenos Aires","12664","914466027044","Quilmes"
82,"936 Salzburg Lane","","Uttar Pradesh","96709","875756771675","Rae Bareli"
560,"1447 Imus Place","","Gujarat","12905","62127829280","Rajkot"
341,"1920 Weifang Avenue","","Uttar Pradesh","15643","869507847714","Rampur"
469,"1872 Toulon Loop","","OHiggins","7939","928809465153","Rancagua"
363,"604 Bern Place","","Jharkhand","5373","620719383725","Ranchi"
415,"432 Garden Grove Street","","Ontario","65630","615964523510","Richmond Hill"
78,"1206 Dos Quebradas Place","","So Paulo","20207","241832790687","Rio Claro"
501,"1060 Tandil Lane","","Shandong","72349","211256301880","Rizhao"
296,"1936 Cuman Avenue","","Virginia","61195","976798660411","Roanoke"
499,"1954 Kowloon and New Kowloon Way","","Chimborazo","63667","898559280434","Robamba"
462,"1485 Bratislava Place","","Illinois","83183","924663855568","Rockford"
546,"191 Jos Azueta Parkway","","Ruse","13629","932156667696","Ruse"
412,"1639 Saarbrcken Drive","","North West","9827","328494873422","Rustenburg"
188,"741 Ambattur Manor","","Noord-Brabant","43310","302590383819","s-Hertogenbosch"
231,"430 Alessandria Loop","","Saarland","47446","669828224459","Saarbrcken"
15,"1542 Tarlac Parkway","","Kanagawa","1027","635297277345","Sagamihara"
66,"1717 Guadalajara Lane","","Missouri","85505","914090181665","Saint Louis"
152,"1952 Pune Lane","","Saint-Denis","92150","354615066969","Saint-Denis"
26,"28 Charlotte Amalie Street","","Rabat-Sal-Zammour-Z","37551","161968374323","Sal"
503,"1416 San Juan Bautista Tuxtepec Avenue","","Zufar","50592","144206758053","Salala"
278,"144 South Hill Loop","","Guanajuato","2012","45387294817","Salamanca"
274,"920 Kumbakonam Loop","","California","75090","685010736240","Salinas"
271,"1587 Loja Manor","","Salzburg","5410","621625204422","Salzburg"
221,"866 Shivapuri Manor","","Uttar Pradesh","22474","778502731092","Sambhal"
6,"1121 Loja Avenue","","California","17886","838635286649","San Bernardino"
423,"437 Chungho Drive","","Puerto Plata","59489","491271355190","San Felipe de Puerto Plata"
324,"1145 Vilnius Manor","","Mxico","73170","674805712553","San Felipe del Progreso"
430,"355 Vitria de Santo Anto Way","","Oaxaca","81758","548003849552","San Juan Bautista Tuxtepec"
350,"1628 Nagareyama Lane","","Central","60079","20064292617","San Lorenzo"
247,"1483 Pathankot Street","","Tucumn","37288","686015532180","San Miguel de Tucumn"
308,"687 Alessandria Parkway","","Sanaa","57587","407218522294","Sanaa"
182,"1891 Rizhao Boulevard","","So Paulo","47288","391065549876","Santa Brbara dOeste"
336,"430 Kumbakonam Drive","","Santa F","28814","105470691550","Santa F"
528,"1176 Southend-on-Sea Manor","","Southern Tagalog","81651","236679267178","Santa Rosa"
555,"1764 Jalib al-Shuyukh Parkway","","Galicia","77642","84794532510","Santiago de Compostela"
263,"532 Toulon Street","","Santiago","69517","46871694740","Santiago de los Caballeros"
359,"519 Nyeri Manor","","So Paulo","37650","764680915323","Santo Andr"
552,"390 Wroclaw Way","","Hainan","5753","357593328658","Sanya"
5,"1913 Hanoi Way","","Nagasaki","35200","28303384290","Sasebo"
361,"45 Aparecida de Goinia Place","","Madhya Pradesh","7431","650496654258","Satna"
428,"1727 Matamoros Place","","Sawhaj","78813","129673677866","Sawhaj"
573,"1407 Surakarta Manor","","Moskova","33224","324346485054","Serpuhov"
189,"927 Barcelona Street","","Chaharmahal va Bakht","65121","951486492670","Shahr-e Kord"
429,"1269 Botosani Manor","","Guangdong","47394","736517327853","Shanwei"
490,"1909 Dayton Avenue","","Guangdong","88513","702955450528","Shaoguan"
297,"1192 Tongliao Street","","Sharja","19065","350970907017","Sharja"
383,"686 Donostia-San Sebastin Lane","","Guangdong","97390","71857599858","Shenzhen"
29,"934 San Felipe de Puerto Plata Street","","Sind","99780","196495945706","Shikarpur"
242,"1964 Gijn Manor","","Karnataka","14408","918119601885","Shimoga"
33,"786 Aurora Avenue","","Yamaguchi","65750","18461860151","Shimonoseki"
72,"57 Arlington Manor","","Madhya Pradesh","48960","990214419142","Shivapuri"
123,"1987 Coacalco de Berriozbal Loop","","al-Qalyubiya","96065","787654415858","Shubra al-Khayma"
199,"1792 Valle de la Pascua Place","","Nordrhein-Westfalen","15540","419419591240","Siegen"
507,"1197 Sokoto Boulevard","","West Bengali","87687","868602816371","Siliguri (Shiliguri)"
86,"927 Baha Blanca Parkway","","Krim","9495","821972242086","Simferopol"
91,"1740 Portoviejo Avenue","","Sucre","29932","198123170793","Sincelejo"
454,"956 Nam Dinh Manor","","Kerman","21872","474047727727","Sirjan"
524,"680 A Corua (La Corua) Manor","","Sivas","49806","158326114853","Sivas"
180,"757 Rustenburg Avenue","","Skikda","89668","506134035434","Skikda"
131,"801 Hagonoy Drive","","Smolensk","8439","237426099212","Smolensk"
550,"1715 Okayama Street","","So Paulo","55676","169352919175","So Bernardo do Campo"
448,"614 Denizli Parkway","","Rio Grande do Sul","29444","876491807547","So Leopoldo"
495,"656 Matamoros Drive","","Boyac","19489","17305839123","Sogamoso"
568,"1342 Sharja Way","","Sokoto & Kebbi & Zam","93655","946114054231","Sokoto"
90,"870 Ashqelon Loop","","Songkhla","84931","135117278909","Songkhla"
319,"1957 Yantai Lane","","So Paulo","59255","704948322302","Sorocaba"
149,"999 Sanaa Loop","","Gauteng","3439","918032330119","Soshanguve"
340,"507 Smolensk Loop","","Sousse","22971","80303246192","Sousse"
386,"1368 Maracabo Boulevard","","","32716","934352415130","South Hill"
589,"1584 Ljubertsy Lane","","England","22954","285710089439","Southampton"
20,"360 Toulouse Parkway","","England","54308","949312333307","Southend-on-Sea"
562,"869 Shikarpur Way","","England","57380","590764256785","Southport"
87,"929 Tallahassee Loop","","Gauteng","74671","800716535041","Springs"
219,"1229 Valencia Parkway","","Haskovo","99124","352679173732","Stara Zagora"
150,"879 Newcastle Way","","Michigan","90732","206841104594","Sterling Heights"
482,"808 Naala-Porto Parkway","","England","41060","553452430707","Stockport"
436,"287 Cuautla Boulevard","","Chuquisaca","72736","82619513349","Sucre"
516,"1574 Goinia Boulevard","","Heilongjiang","39529","59634255214","Suihua"
603,"1103 Quilmes Boulevard","","Piura","52137","644021380889","Sullana"
498,"319 Plock Parkway","","Istanbul","26101","854259976812","Sultanbeyli"
339,"503 Sogamoso Loop","","Sumqayit","49812","834626715837","Sumqayit"
191,"140 Chiayi Parkway","","Sumy","38982","855863906434","Sumy"
311,"715 So Bernardo do Campo Lane","","Kedah","84804","181179321332","Sungai Petani"
218,"226 Brest Manor","","California","2299","785881412500","Sunnyvale"
455,"1947 Paarl Way","","Central Java","23636","834061016202","Surakarta"
433,"1823 Hoshiarpur Lane","","Komi","33191","307133768620","Syktyvkar"
225,"1926 Gingoog Street","","Sisilia","22824","469738825391","Syrakusa"
598,"42 Fontana Avenue","","Fejr","14684","437829801725","Szkesfehrvr"
194,"605 Rio Claro Parkway","","Tabora","49348","352469351088","Tabora"
284,"600 Bradford Street","","East Azerbaidzan","96204","117592274996","Tabriz"
317,"780 Kimberley Way","","Tabuk","17032","824396883951","Tabuk"
325,"1892 Nabereznyje Telny Lane","","Tutuila","28396","478229987054","Tafuna"
76,"89 Allappuzha (Alleppey) Manor","","National Capital Reg","75444","255800440636","Taguig"
217,"1001 Miyakonojo Lane","","Taizz","67924","584316724815","Taizz"
510,"48 Maracabo Place","","Central Luzon","1570","82671830126","Talavera"
252,"1309 Weifang Street","","Florida","57338","435785045362","Tallahassee"
390,"102 Chapra Drive","","Ibaragi","14073","776031833752","Tama"
292,"1993 Tabuk Lane","","Tamil Nadu","64221","648482415405","Tambaram"
378,"1191 Tandil Drive","","Southern Tagalog","6362","45554316010","Tanauan"
410,"88 Nagaon Manor","","Buenos Aires","86868","779461480495","Tandil"
25,"262 A Corua (La Corua) Parkway","","Dhaka","34418","892775750063","Tangail"
583,"1489 Kakamigahara Lane","","Taipei","98883","29341849811","Tanshui"
240,"1479 Rustenburg Boulevard","","Southern Tagalog","18727","727785483194","Tanza"
554,"947 Trshavn Place","","Central Luzon","841","50898428626","Tarlac"
168,"842 Salzburg Lane","","Adana","3313","697151428760","Tarsus"
449,"1289 Belm Boulevard","","Tartumaa","88306","237368926031","Tartu"
355,"469 Nakhon Sawan Street","","Tuvassia","58866","689199636560","Teboksary"
463,"935 Aden Boulevard","","Central Java","64709","335052544020","Tegal"
165,"97 Shimoga Avenue","","Tel Aviv","44660","177167004331","Tel Aviv-Jaffa"
101,"1599 Plock Drive","","Tete","71986","817248913162","Tete"
253,"1760 Oshawa Manor","","Tianjin","38140","56257502250","Tianjin"
307,"1908 Gaziantep Place","","Liaoning","58979","108053751300","Tiefa"
605,"1325 Fukuyama Street","","Heilongjiang","27107","288241215394","Tieli"
572,"539 Hami Way","","Tokat","52196","525518075499","Tokat"
542,"193 Bhusawal Place","","Kang-won","9750","745267607502","Tonghae"
447,"105 Dzerzinsk Manor","","Inner Mongolia","48570","240776414296","Tongliao"
137,"261 Saint Louis Way","","Coahuila de Zaragoza","83401","321944036800","Torren"
143,"1029 Dzerzinsk Manor","","Ynlin","57519","33173584456","Touliu"
108,"1386 Yangor Avenue","","Provence-Alpes-Cte","80720","449216226468","Toulon"
39,"391 Callao Drive","","Midi-Pyrnes","34021","440512153169","Toulouse"
322,"1359 Zhoushan Parkway","","Streymoyar","29763","46568045367","Trshavn"
592,"1923 Stara Zagora Lane","","Nantou","95179","182178609211","Tsaotun"
434,"1404 Taguig Drive","","Okayama","87212","572068624538","Tsuyama"
266,"862 Xintai Lane","","Cagayan Valley","30065","265153400632","Tuguegarao"
385,"1642 Charlotte Amalie Drive","","Slaskie","75442","821476736117","Tychy"
174,"1877 Ezhou Lane","","Rajasthan","63337","264541743403","Udaipur"
531,"1986 Sivas Place","","Friuli-Venezia Giuli","95775","182059202712","Udine"
508,"496 Celaya Drive","","Nagano","90797","759586584889","Ueda"
249,"300 Junan Street","","Kyonggi","81314","890289150158","Uijongbu"
451,"1704 Tambaram Manor","","West Bengali","2834","39463554936","Uluberia"
151,"1337 Lincoln Parkway","","Saitama","99457","597815221267","Urawa"
459,"251 Florencia Drive","","Michoacn de Ocampo","16119","118011831565","Uruapan"
208,"1215 Pyongyang Parkway","","Usak","25238","646237101779","Usak"
467,"1621 Tongliao Avenue","","Irkutsk","22173","209342540247","Usolje-Sibirskoje"
235,"954 Kimchon Place","","West Bengali","42420","541327526474","Uttarpara-Kotrung"
61,"943 Tokat Street","","Vaduz","45428","889318963672","Vaduz"
545,"163 Augusta-Richmond County Loop","","Carabobo","33030","754579047924","Valencia"
295,"544 Tarsus Boulevard","","Gurico","53145","892523334","Valle de la Pascua"
293,"86 Higashiosaka Lane","","Guanajuato","33768","957128697225","Valle de Santiago"
408,"990 Etawah Loop","","Tamil Nadu","79940","206169448769","Valparai"
441,"983 Santa F Way","","British Colombia","47472","145720452260","Vancouver"
127,"117 Boa Vista Way","","Uttar Pradesh","6804","677976133614","Varanasi (Benares)"
223,"1244 Allappuzha (Alleppey) Place","","Buenos Aires","20657","991802825778","Vicente Lpez"
513,"758 Korolev Parkway","","Andhra Pradesh","75474","441628280920","Vijayawada"
43,"306 Antofagasta Place","","Esprito Santo","3989","378318851631","Vila Velha"
563,"1059 Yuncheng Avenue","","Vilna","47498","107092893983","Vilnius"
529,"600 Purnea (Purnia) Avenue","","Nghe An","18043","638409958875","Vinh"
379,"1133 Rizhao Avenue","","Pernambuco","2800","600264533987","Vitria de Santo Anto"
281,"1944 Bamenda Way","","Michigan","24645","75975221996","Warren"
594,"1464 Kursk Parkway","","Shandong","17381","338758048786","Weifang"
205,"68 Molodetno Manor","","Nordrhein-Westfalen","4662","146640639760","Witten"
2,"28 MySQL Boulevard",,"QLD","","","Woodridge"
4,"1411 Lillydale Drive",,"QLD","","6172235589","Woodridge"
564,"505 Madiun Boulevard","","Dolnoslaskie","97271","970638808606","Wroclaw"
245,"1103 Bilbays Parkway","","Hubei","87660","279979529227","Xiangfan"
71,"1586 Guaruj Place","","Hunan","5135","947233365992","Xiangtan"
570,"415 Pune Avenue","","Shandong","44274","203202500108","Xintai"
344,"1909 Benguela Lane","","Henan","19913","624138001031","Xinxiang"
16,"808 Bhopal Manor","","Haryana","10672","465887807014","Yamuna Nagar"
519,"962 Tama Loop","","","65952","282667506728","Yangor"
277,"85 San Felipe de Puerto Plata Drive","","Shandong","46063","170739645687","Yantai"
366,"114 Jalib al-Shuyukh Manor","","Centre","60440","845378657301","Yaound"
45,"42 Brindisi Place","","Yerevan","16744","42384721397","Yerevan"
489,"1297 Alvorada Parkway","","Ningxia","11839","508348602835","Yinchuan"
527,"1993 0 Loop","","Liaoning","41214","25865528181","Yingkou"
502,"1515 Korla Way","","England","57197","959467760895","York"
158,"798 Cianjur Avenue","","Shanxi","76990","499408708580","Yuncheng"
329,"867 Benin City Avenue","","Henan","78543","168884817145","Yuzhou"
97,"832 Nakhon Sawan Manor","","Inner Mongolia","49021","275595571388","Zalantun"
224,"1842 Luzinia Boulevard","","Zanzibar West","94420","706878974831","Zanzibar"
520,"1778 Gijn Manor","","Hubei","35156","288910576761","Zaoyang"
470,"1088 Ibirit Place","","Jalisco","88502","49084281333","Zapopan"
236,"885 Yingkou Manor","","Kaduna","31390","588964509072","Zaria"
356,"1378 Beira Loop","","Krasnojarsk","40792","840957664136","Zeleznogorsk"
579,"521 San Juan Bautista Tuxtepec Place","","Qaraghandy","95093","844018348565","Zhezqazghan"
556,"346 Cam Ranh Avenue","","Zhejiang","39976","978430786151","Zhoushan"
461,"1889 Valparai Way","","Ziguinchor","75559","670370974122","Ziguinchor"
